id,position,name,nombre_cadena,score,ratings,category,price_range,full_address,zip_code,lat,lng,estado,category_list,url_logo
30320,11,Panda Express (1649 North 2000 West),Panda Express,4.7,80,"Asian, Chinese, Family Meals",$,"1649 North 2000 West, Clinton, UT, 84015",84015,41.1376138,-112.0649531,UT,"'Asian', 'Chinese', 'Family Meals'",https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Panda_Express_logo.svg/1280px-Panda_Express_logo.svg.png
30322,9,Applebee's (Riverdale Ut),Applebee's,4.6,96,"American, Bar Food, BBQ, burger, Chicken Strips, Comfort Food, Dinner, pasta, salad, Sandwich, Soup, Steak, Traditional American, wings, Family Meals",$$,"1125 W Riverdale Rd, Ogden, UT, 84405",84405,41.1753813,-112.0069084,UT,"'American', 'Bar Food', 'BBQ', 'burger', 'Chicken Strips', 'Comfort Food', 'Dinner', 'pasta', 'salad', 'Sandwich', 'Soup', 'Steak', 'Traditional American', 'wings', 'Family Meals'",
30326,4,Denny's (4029 Riverdale Rd.),Denny's,3.9,53,"American, Breakfast and Brunch, Coffee and Tea, Diner, Desserts, Salads, Steak, Sandwich, Family Meals, Healthy",$$,"4029, Riverdale, UT, 84405",84405,41.1914157,-111.9812145,UT,"'American', 'Breakfast and Brunch', 'Coffee and Tea', 'Diner', 'Desserts', 'Salads', 'Steak', 'Sandwich', 'Family Meals', 'Healthy'",
30328,3,The Burger Den (4029 Riverdale Rd.),The Burger Den,4.6,31,"American, Burgers, Comfort Food, Vegetarian Friendly, Fast Food",$$,"4029, Riverdale, UT, 84405",84405,41.19087,-111.98124,UT,"'American', 'Burgers', 'Comfort Food', 'Vegetarian Friendly', 'Fast Food'",
30329,2,Taco Bell (632 N Main St),Taco Bell,3.6,34,"Burritos, Fast Food, Mexican",$,"632 N Main St, Clearfield, UT, 84015",84015,41.12277,-112.0255783,UT,"'Burritos', 'Fast Food', 'Mexican'",https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/Taco_Bell_2016.svg/1280px-Taco_Bell_2016.svg.png
30332,59,Subway (1716 S Main St),Subway,4.6,11,"Fast Food, Sandwich, American",$,"1716 S Main St, Clearfield, UT, 84015",84015,41.0887068,-112.02655,UT,"'Fast Food', 'Sandwich', 'American'",https://1000marcas.net/wp-content/uploads/2020/03/Subway-Logo-tumb.jpg
30335,2,McDonald's® (867 W 1700 S),McDonald’s,4.3,47,"American, Burgers, Fast Food",$,"867 W 1700 S, Syracuse, UT, 84075",84075,41.0886151,-112.042715,UT,"'American', 'Burgers', 'Fast Food'",https://1000marcas.net/wp-content/uploads/2019/11/McDonalds-logo-tumb.jpg
30336,117,Chick-fil-A  (1201 N Hill Field Rd Ste Fc-07),Chick-fil-A,4.5,28,"American, Fried Chicken, Fast Food, Sandwich, Family Meals, Southern",$,"1201 N Hill Field Rd Ste Fc-07, Layton, UT, 84041",84041,41.0787468,-111.977614,UT,"'American', 'Fried Chicken', 'Fast Food', 'Sandwich', 'Family Meals', 'Southern'",https://1000marcas.net/wp-content/uploads/2021/05/Chick-fil-A-logo-1.png
30342,4,Wendy's  (1598 South 2000 West),Wendy’s,4.0,12,"American, Burgers, Fast Food",$,"1598 South 2000 West, Syracuse, UT, 84075",84075,41.090586,-112.065145,UT,"'American', 'Burgers', 'Fast Food'",https://1000marcas.net/wp-content/uploads/2020/10/Wendys-logo-tumb.jpg
30347,24,Wild Burger (695 W South Ring Rd.),Wild Burger,3.7,29,Burgers,$$,"695 W. South Ring Road, Layton, UT, 84041",84041,41.0797,-111.97857,UT,'Burgers',
30350,18,KFC (5445 South 1900 West),KFC,3.7,11,"American, Fast Food, wings, Family Meals, Family Friendly",$,"5445 South 1900 West, Roy, UT, 84067",84067,41.1642205,-112.0265681,UT,"'American', 'Fast Food', 'wings', 'Family Meals', 'Family Friendly'",https://1000marcas.net/wp-content/uploads/2020/01/KFC-logo-tumb.jpg
30351,10,Popeyes (217 East 12th Street),Popeyes,4.1,84,"American, Chicken, Family Meals, Fried Chicken, Comfort Food",$,"217 East 12th Street, Ogden, UT, 84404",84404,41.2439697,-111.9753143,UT,"'American', 'Chicken', 'Family Meals', 'Fried Chicken', 'Comfort Food'",https://1000marcas.net/wp-content/uploads/2021/05/Popeyes-logo-tm.png
30353,4,Denny's (1172 W 2100 St),Denny's,3.2,14,"American, Breakfast and Brunch, Coffee and Tea, Diner, Desserts, Salads, Steak, Sandwich, Family Meals, Healthy",$$,"1172 W 2100 St, West Haven, UT, 84401",84401,41.230522,-112.00776,UT,"'American', 'Breakfast and Brunch', 'Coffee and Tea', 'Diner', 'Desserts', 'Salads', 'Steak', 'Sandwich', 'Family Meals', 'Healthy'",
30354,8,Carl's Jr. (180 East 12th Street),Carl’s Jr.,4.0,36,"Burgers, American, Chicken",$,"180 East 12th Street, Ogden, UT, 84404",84404,41.24452,-111.97635,UT,"'Burgers', 'American', 'Chicken'",https://upload.wikimedia.org/wikipedia/commons/b/b5/Carl%27s_Jr_logo.svg
30355,5,Taco Bell (1180 East Hwy 193),Taco Bell,4.2,20,"Burritos, Fast Food, Mexican",$,"1180 East Hwy 193, Layton, UT, 84040",84040,41.1012048,-111.9441114,UT,"'Burritos', 'Fast Food', 'Mexican'",https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/Taco_Bell_2016.svg/1280px-Taco_Bell_2016.svg.png
30356,1,McDonald's® (4070 SOUTH MIDLAND DRIVE),McDonald’s,3.8,20,"American, Burgers, Fast Food",$,"4070 SOUTH MIDLAND DRIVE, ROY, UT, 84067",84067,41.189346,-112.0490617,UT,"'American', 'Burgers', 'Fast Food'",https://1000marcas.net/wp-content/uploads/2019/11/McDonalds-logo-tumb.jpg
30358,16,Papa Johns (1986 N Hillfield Rd),Papa John’s,4.7,21,"Desserts, PIzza, Wings, Sandwiches",$,"1986 N Hillfield Rd, Layton, UT, 84041",84041,41.08869,-111.9730649,UT,"'Desserts', 'PIzza', 'Wings', 'Sandwiches'",
30374,232,Popeyes  (4036 S Redwood Road),Popeyes,4.5,100,"American, Chicken, Family Meals, Fried Chicken, Comfort Food",$,"4036 S Redwood Road, Salt Lake City, UT, 84123",84123,40.68351,-111.93907,UT,"'American', 'Chicken', 'Family Meals', 'Fried Chicken', 'Comfort Food'",https://1000marcas.net/wp-content/uploads/2021/05/Popeyes-logo-tm.png
30384,220,Baskin-Robbins (9497 S 700 E),Baskin-Robbins,4.9,65,"Desserts, Ice Cream + Frozen Yogurt, Comfort Food",$,"9497 S 700 E, Sandy, UT, 84070",84070,40.5785501,-111.8708481,UT,"'Desserts', 'Ice Cream + Frozen Yogurt', 'Comfort Food'",
30385,219,Chipotle Mexican Grill (3849 W. Campus Dr),Chipotle Mexican Grill,4.6,48,"Healthy, Mexican",$,"3849 W. Campus Dr, West Jordan, UT, 84084",84084,40.61431,-111.98202,UT,"'Healthy', 'Mexican'",https://1000marcas.net/wp-content/uploads/2021/05/Chipotle-logo-1.png
30386,212,Chick-fil-A  (1206 E 2100 S),Chick-fil-A,4.8,100,"American, Fried Chicken, Fast Food, Sandwich, Family Meals, Southern, Group Friendly",$,"1206 E 2100 S, Salt Lake City, UT, 84106",84106,40.725206,-111.8566382,UT,"'American', 'Fried Chicken', 'Fast Food', 'Sandwich', 'Family Meals', 'Southern', 'Group Friendly'",https://1000marcas.net/wp-content/uploads/2021/05/Chick-fil-A-logo-1.png
30407,133,IHOP (1194 Draper Pkwy),IHOP,4.0,20,"American, Breakfast and Brunch, burger, Comfort Food, Dinner, Omelette, salad, Traditional American, Family Meals",$,"1194, Draper, UT, 84020",84020,40.52805,-111.85695,UT,"'American', 'Breakfast and Brunch', 'burger', 'Comfort Food', 'Dinner', 'Omelette', 'salad', 'Traditional American', 'Family Meals'",
30408,130,Papa Johns (6594 S State Street),Papa John’s,4.7,33,"Pizza, Wings, Sandwiches, Desserts, American, Traditional American, Fast Food",$,"6594 S State Street, Salt Lake City, UT, 84107",84107,40.62909,-111.8902,UT,"'Pizza', 'Wings', 'Sandwiches', 'Desserts', 'American', 'Traditional American', 'Fast Food'",
30411,118,Carl's Jr. (7033 S Plaza Center Dr),Carl’s Jr.,4.7,36,"American, burger, Fast Food",$,"7033 S Plaza Center Dr, West Jordan, UT, 84084",84084,40.6234,-111.97884,UT,"'American', 'burger', 'Fast Food'",https://upload.wikimedia.org/wikipedia/commons/b/b5/Carl%27s_Jr_logo.svg
30419,90,Popeyes (7149 S Bingham Junction Blvd),Popeyes,4.5,100,"American, Chicken, Family Meals, Fried Chicken, Comfort Food",$,"7149 S Bingham Junction Blvd, Midvale, UT, 84047",84047,40.621423,-111.913028,UT,"'American', 'Chicken', 'Family Meals', 'Fried Chicken', 'Comfort Food'",https://1000marcas.net/wp-content/uploads/2021/05/Popeyes-logo-tm.png
30420,80,Papa Johns (753 East 3300 South),Papa John’s,4.8,49,"Desserts, PIzza, Wings, Sandwiches",$,"753 East 3300 South, Salt Lake City, UT, 84106",84106,40.7000476,-111.8694318,UT,"'Desserts', 'PIzza', 'Wings', 'Sandwiches'",
30452,117,Papa Johns (1811 West 9000 South),Papa John’s,4.5,14,"Desserts, PIzza, Wings, Sandwiches",$,"1811 West 9000 South, West Jordan, UT, 84088",84088,40.587201,-111.94078,UT,"'Desserts', 'PIzza', 'Wings', 'Sandwiches'",
30456,23,Wild Burger (2927 S 5600 W),Wild Burger,3.9,21,Burgers,$$,"2927 S 5600 W, West Valley City, UT, 84120",84120,40.70691,-112.02471,UT,'Burgers',
30631,124,Papa Johns (1844 East Fort Union Blvd),Papa John’s,4.9,15,"Desserts, PIzza, Wings, Sandwiches",$,"1844 East Fort Union Blvd, Salt Lake City, UT, 84121",84121,40.6241803,-111.838127,UT,"'Desserts', 'PIzza', 'Wings', 'Sandwiches'",
30636,118,It's Just Wings (3629 Center Park Dr),It's Just Wings,4.1,39,"American, Fried Chicken, Wings",$$,"3629 Center Park Dr, West Jordan, UT, 84084",84084,40.61985,-111.97718,UT,"'American', 'Fried Chicken', 'Wings'",
30648,85,"Tropical Smoothie Cafe (3158 E 6200 S, Suite A)",Tropical Smoothie Cafe,4.8,20,"American, Juice and Smoothies, Sandwich",$,"3158 6200 South, Holladay, UT, 84121",84121,40.63527,-111.80385,UT,"'American', 'Juice and Smoothies', 'Sandwich'",https://upload.wikimedia.org/wikipedia/commons/d/d4/Tropical_Smoothie_Cafe_logo.svg
30652,55,Firehouse Subs (11521 South 4000 West),Firehouse Subs,4.7,50,"Sandwich, Fast Food, Deli, American",$,"11521 4000 W, South Jordan, UT, 84095",84095,40.5420844,-111.9858813,UT,"'Sandwich', 'Fast Food', 'Deli', 'American'",
30657,27,Marco’s Pizza (5510 S 900 E),Marco’s Pizza,4.8,81,"Pizza, Salads, Wings, Healthy",$,"5510 S 900 E, Salt Lake City, UT, 84107",84107,40.651233,-111.8662901,UT,"'Pizza', 'Salads', 'Wings', 'Healthy'",
30681,67,Starbucks (Union Park Ave &amp; 1300 East),Starbucks,4.8,100,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea, Group Friendly",$,"7184 S Union Park The Family Center at, Fort Union, UT, 84047",84047,40.6210356,-111.8563983,UT,"'Bakery', 'Breakfast and Brunch', 'Cafe', 'Coffee &amp; Tea', 'Group Friendly'",https://1000marcas.net/wp-content/uploads/2019/12/Starbucks-Logo-tm.jpg
30682,65,Papa Murphy's  (6898 South Redwood Road),Papa Murphy’s,4.6,15,"Pizza, Desserts, American",$,"6898 South Redwood Road, West Jordan, UT, 84084",84084,40.6259181,-111.9403283,UT,"'Pizza', 'Desserts', 'American'",
30690,52,"El Pollo Loco (3692 W 7800 S,3799)",El Pollo Loco,4.7,56,"Latin American, Mexican, New American, Family Meals, Family Friendly",$,"3692 W 7800 S, West Jordan, UT, 84084",84084,40.610053,-111.978358,UT,"'Latin American', 'Mexican', 'New American', 'Family Meals', 'Family Friendly'",
30694,31,Chick-fil-A  (5175 S State St),Chick-fil-A,4.8,100,"American, Fried Chicken, Fast Food, Sandwich, Family Meals, Southern, Group Friendly",$,"5175 State St, Murray, UT, 84107",84107,40.6590646,-111.8878823,UT,"'American', 'Fried Chicken', 'Fast Food', 'Sandwich', 'Family Meals', 'Southern', 'Group Friendly'",https://1000marcas.net/wp-content/uploads/2021/05/Chick-fil-A-logo-1.png
30698,20,Panda Express (3051 S. Colt Plaza Dr),Panda Express,4.3,100,"Asian, Chinese, Family Meals, Group Friendly",$,"3051 S. Colt Plaza Dr, West Valley City, UT, 84128",84128,40.7047323,-112.0252895,UT,"'Asian', 'Chinese', 'Family Meals', 'Group Friendly'",https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Panda_Express_logo.svg/1280px-Panda_Express_logo.svg.png
30720,188,"El Pollo Loco (10590 S. State Street,3826)",El Pollo Loco,4.6,66,"Latin American, Mexican, New American, Family Meals, Family Friendly",$,"10590 S. State Street, Sandy, UT, 84070",84070,40.5592689,-111.8912792,UT,"'Latin American', 'Mexican', 'New American', 'Family Meals', 'Family Friendly'",
30741,150,Papa Johns (4703 W. 5415 South),Papa John’s,4.5,71,"Pizza, Wings, Sandwiches, Desserts, American, Traditional American, Fast Food",$,"4703 W. 5415 South, Kearns, UT, 84118",84118,40.6526059,-112.00304,UT,"'Pizza', 'Wings', 'Sandwiches', 'Desserts', 'American', 'Traditional American', 'Fast Food'",
30743,148,Red Lobster (298 E Winchester Street),Red Lobster,4.5,71,"Seafood, American, Family Meals, Family Friendly",$$,"298 E Winchester Street, Murray, UT, 84107",84107,40.6321478,-111.8821019,UT,"'Seafood', 'American', 'Family Meals', 'Family Friendly'",
30746,144,Burger King (6997 S River Gate Dr.),Burger King,4.5,36,"American, burger, Fast Food, Family Meals",$,"6997 S River Gate Dr., Midvale, UT, 84047",84047,40.62411,-111.91579,UT,"'American', 'burger', 'Fast Food', 'Family Meals'",https://1000marcas.net/wp-content/uploads/2019/12/Burger-King-Logo-tumb.jpg
30750,136,Carl's Jr. (9025 S Redwood Road),Carl’s Jr.,4.4,20,"American, burger, Sandwiches",$,"9025 S Redwood Road, West Jordan, UT, 84088",84088,40.58697,-111.93836,UT,"'American', 'burger', 'Sandwiches'",https://upload.wikimedia.org/wikipedia/commons/b/b5/Carl%27s_Jr_logo.svg
30767,104,Jersey Mike's (7141 S Bingham Junction Blvd),Jersey Mike’s,5.0,32,"Sandwich, American",$,"7141 S Bingham Junction Blvd, Midvale, UT, 84047",84047,40.6216348,-111.9137152,UT,"'Sandwich', 'American'",
30773,96,Chipotle Mexican Grill (6924 S Park Centre Dr),Chipotle Mexican Grill,4.6,66,"Healthy, Mexican",$,"6924 S Park Centre Dr, Cottonwood Heights, UT, 84047",84047,40.6256646,-111.8516622,UT,"'Healthy', 'Mexican'",https://1000marcas.net/wp-content/uploads/2021/05/Chipotle-logo-1.png
30775,91,Chick-fil-A  (5580 S Redwood Rd),Chick-fil-A,4.6,100,"American, Fried Chicken, Fast Food, Sandwich, Family Meals, Southern",$,"5580 S Redwood Rd, Taylorsville, UT, 84123",84123,40.650596,-111.939396,UT,"'American', 'Fried Chicken', 'Fast Food', 'Sandwich', 'Family Meals', 'Southern'",https://1000marcas.net/wp-content/uploads/2021/05/Chick-fil-A-logo-1.png
30779,84,Firehouse Subs (3798 South 700 East),Firehouse Subs,4.6,98,"Sandwich, Deli",$,"3798 South 700 East, Salt Lake City, UT, 84106",84106,40.6886296,-111.8718833,UT,"'Sandwich', 'Deli'",
30780,82,Marco's Pizza (6910 S Redwood),Marco’s Pizza,4.1,23,Pizza,$,"6910 South Redwood Rd, Suite E, West Jordan, UT, 84084",84084,40.6257575,-111.9392358,UT,'Pizza',
30785,74,Arby's (1410 W 9000 S),Arby’s,4.5,39,"American, Sandwich, Fast Food, Kids Friendly",$,"1410 W 9000 S, West Jordan, UT, 84088",84088,40.5883,-111.932,UT,"'American', 'Sandwich', 'Fast Food', 'Kids Friendly'",
30793,61,MOD Pizza (South Jordan),MOD Pizza,4.8,43,"Pizza, Desserts, Salads, American, Healthy, Vegetarian Friendly, Kids Friendly",$,"1598 S Jordan Pkwy, South Jordan, UT, 84095",84095,40.56279,-111.93647,UT,"'Pizza', 'Desserts', 'Salads', 'American', 'Healthy', 'Vegetarian Friendly', 'Kids Friendly'",
30802,46,Potbelly Sandwich Shop (Sandy | 440),Potbelly Sandwich Shop,4.6,77,"Deli, Salads, Sandwich, Healthy",$,"130 W. 10600 S. Ste B, Sandy, UT, 84070",84070,40.55938,-111.89446,UT,"'Deli', 'Salads', 'Sandwich', 'Healthy'",
30806,42,"Starbucks (9000 S. &amp; Redwood, W. Jordan)",Starbucks,4.8,100,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea",$,"1577 W. 9000 S., West Jordan, UT, 84088",84088,40.5873,-111.935715,UT,"'Bakery', 'Breakfast and Brunch', 'Cafe', 'Coffee &amp; Tea'",https://1000marcas.net/wp-content/uploads/2019/12/Starbucks-Logo-tm.jpg
30819,15,Buffalo Wild Wings (2927 S 5600 W),Buffalo Wild Wings,4.0,100,"wings, Family Friendly",$$,"2927 S 5600 W, West Valley City, UT, 84120",84120,40.7069817,-112.0241973,UT,"'wings', 'Family Friendly'",
30820,14,Wendy's  (484 West 4500 South),Wendy’s,4.3,87,"American, Burgers, Fast Food",$,"484 West 4500 South, Murray, UT, 84123",84123,40.674867,-111.905014,UT,"'American', 'Burgers', 'Fast Food'",https://1000marcas.net/wp-content/uploads/2020/10/Wendys-logo-tumb.jpg
30822,11,Del Taco (6876 Redwood Rd | 876),Del Taco,4.7,100,"Fast Food, Mexican, Tacos",$,"6876 Redwood Rd, West Jordan, UT, 84084",84084,40.6262058,-111.9393969,UT,"'Fast Food', 'Mexican', 'Tacos'",
30824,7,McDonald's® (1780 W 7800 S),McDonald’s,4.5,96,"American, Burgers, Fast Food",$,"1780 W 7800 S, WEST JORDAN, UT, 84084",84084,40.609872,-111.9406629,UT,"'American', 'Burgers', 'Fast Food'",https://1000marcas.net/wp-content/uploads/2019/11/McDonalds-logo-tumb.jpg
30853,84,Starbucks (West Valley-Shoppes at Lake Pa),Starbucks,4.7,100,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea, Group Friendly",$,"2993 South 5600 West, West Valley City, UT, 84120",84120,40.7058086,-112.0244712,UT,"'Bakery', 'Breakfast and Brunch', 'Cafe', 'Coffee &amp; Tea', 'Group Friendly'",https://1000marcas.net/wp-content/uploads/2019/12/Starbucks-Logo-tm.jpg
30858,79,MrBeast Burger (935 East Fort Union Boulevard),MrBeast Burger,4.5,33,"American, Sandwiches, Burgers",$,"935 East Fort Union Boulevard, Midvale, UT, 84047",84047,40.62288,-111.86503,UT,"'American', 'Sandwiches', 'Burgers'",
30883,46,Popeyes (3712 W 7800 S),Popeyes,4.5,98,"American, Chicken, Family Meals, Fried Chicken, Comfort Food",$,"3712 W 7800 S, West Jordan, UT, 84088",84088,40.609977,-111.979086,UT,"'American', 'Chicken', 'Family Meals', 'Fried Chicken', 'Comfort Food'",https://1000marcas.net/wp-content/uploads/2021/05/Popeyes-logo-tm.png
30892,32,Baskin-Robbins (7689 S Jordan Landing Blvd),Baskin-Robbins,4.4,28,"Desserts, Ice Cream + Frozen Yogurt, Comfort Food",$,"7689 Jordan Landing Blvd, West Jordan, UT, 84088",84088,40.61099,-111.98416,UT,"'Desserts', 'Ice Cream + Frozen Yogurt', 'Comfort Food'",
30896,27,KFC (1765 West 4700 South),KFC,4.5,49,"American, Fast Food, wings, Family Meals, Family Friendly",$,"1765 West 4700 South, Salt Lake City, UT, 84118",84118,40.66741,-111.93992,UT,"'American', 'Fast Food', 'wings', 'Family Meals', 'Family Friendly'",https://1000marcas.net/wp-content/uploads/2020/01/KFC-logo-tumb.jpg
30905,19,Sonic (West Jordan),Sonic,4.7,62,"American, Fast Food, Burgers",$$,"1572 W 9000 S, West Jordan, UT, 84088",84088,40.5880766,-111.9349316,UT,"'American', 'Fast Food', 'Burgers'",
30906,17,Panda Express (6910 S. Redwood Rd. Space A),Panda Express,4.4,100,"Asian, Chinese, Family Meals",$,"6910 S. Redwood Rd. Space A, West Jordan, UT, 84084",84084,40.6256329,-111.9396064,UT,"'Asian', 'Chinese', 'Family Meals'",https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Panda_Express_logo.svg/1280px-Panda_Express_logo.svg.png
30916,6,The Burger Den (420 W 4500 S),The Burger Den,3.7,18,"American, Burgers, Comfort Food, Vegetarian Friendly, Fast Food",$$,"420 W 4500 S, Murray, UT, 84123",84123,40.6749,-111.90282,UT,"'American', 'Burgers', 'Comfort Food', 'Vegetarian Friendly', 'Fast Food'",
30917,5,Denny's (420 W 4500 S),Denny's,3.6,60,"American, Breakfast and Brunch, Coffee and Tea, Diner, Desserts, Salads, Steak, Sandwich, Family Meals, Healthy",$$,"420 W 4500 S, Murray, UT, 84123",84123,40.674804,-111.9026936,UT,"'American', 'Breakfast and Brunch', 'Coffee and Tea', 'Diner', 'Desserts', 'Salads', 'Steak', 'Sandwich', 'Family Meals', 'Healthy'",
30919,2,Taco Bell (1685 West 7000 South),Taco Bell,4.3,90,"Burritos, Fast Food, Mexican",$,"1685 West 7000 South, West Jordan, UT, 84084",84084,40.623697,-111.938359,UT,"'Burritos', 'Fast Food', 'Mexican'",https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/Taco_Bell_2016.svg/1280px-Taco_Bell_2016.svg.png
30922,185,Carl's Jr. (5596 S Redwood Road),Carl’s Jr.,4.9,11,"Burgers, American, Sandwiches",$,"5596 S Redwood Road, Taylorsville, UT, 84123",84123,40.64968,-111.93963,UT,"'Burgers', 'American', 'Sandwiches'",https://upload.wikimedia.org/wikipedia/commons/b/b5/Carl%27s_Jr_logo.svg
30926,159,Applebee's (West Valley),Applebee's,4.5,100,"American, Bar Food, BBQ, burger, Chicken Strips, Comfort Food, Dinner, pasta, salad, Sandwich, Soup, Steak, Traditional American, wings, Family Meals",$$,"2175 W City Center Ct, West Valley City, UT, 84119",84119,40.6989501,-111.947919,UT,"'American', 'Bar Food', 'BBQ', 'burger', 'Chicken Strips', 'Comfort Food', 'Dinner', 'pasta', 'salad', 'Sandwich', 'Soup', 'Steak', 'Traditional American', 'wings', 'Family Meals'",
30928,204,Jersey Mike's (5291 South State St),Jersey Mike’s,4.6,22,"Sandwich, American",$,"5291 South State St, Murray, UT, 84107",84107,40.656436,-111.887342,UT,"'Sandwich', 'American'",
30929,162,Buffalo Wild Wings (11266 S State St),Buffalo Wild Wings,4.6,87,"wings, Family Friendly",$$,"11266 S State St, Sandy, UT, 84070",84070,40.5470367,-111.8915677,UT,"'wings', 'Family Friendly'",
30930,201,Chick-fil-A (10090 S State St),Chick-fil-A,4.8,96,"American, Fried Chicken, Southern, Sandwich, Fast Food",$,"10090 S State St, Sandy, UT, 84070",84070,40.567295,-111.89263,UT,"'American', 'Fried Chicken', 'Southern', 'Sandwich', 'Fast Food'",https://1000marcas.net/wp-content/uploads/2021/05/Chick-fil-A-logo-1.png
30932,1,Panda Express (3601 South Constitution Blvd),Panda Express,4.3,100,"Chinese, Cantonese, Asian",$,"3601 Constitution Boulevard, West Valley City, UT, 84119",84119,40.69150502428459,-111.95675915924942,UT,"'Chinese', 'Cantonese', 'Asian'",https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Panda_Express_logo.svg/1280px-Panda_Express_logo.svg.png
30939,135,Burger King (3975 West 4700 South #10484),Burger King,4.2,13,"American, burger, Fast Food, Family Meals",$,"3975 West 4700 South, Salt Lake City, UT, 84118",84118,40.667262,-111.9854331,UT,"'American', 'burger', 'Fast Food', 'Family Meals'",https://1000marcas.net/wp-content/uploads/2019/12/Burger-King-Logo-tumb.jpg
30940,85,Panda Express (5888 South State Street),Panda Express,4.5,100,"Asian, Chinese, Family Meals",$,"5888 South State Street, Murray, UT, 84107",84107,40.6435783,-111.8894115,UT,"'Asian', 'Chinese', 'Family Meals'",https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Panda_Express_logo.svg/1280px-Panda_Express_logo.svg.png
30941,1,McDonald's® (3963 W 9000 S),McDonald’s,4.2,79,"American, Burgers, Fast Food",$,"3963 W 9000 S, WEST JORDAN, UT, 84088",84088,40.587341,-111.985791,UT,"'American', 'Burgers', 'Fast Food'",https://1000marcas.net/wp-content/uploads/2019/11/McDonalds-logo-tumb.jpg
30954,52,Wild Burger (985 Fort Union Ave.),Wild Burger,4.6,11,Burgers,$$,"985 E Fort Union Blvd, Midvale, UT, 84047",84047,40.62321,-111.86426,UT,'Burgers',
30955,4,McDonald's® (Fort Union Blvd &amp; S 900 E),McDonald’s,4.7,100,"American, Burgers, Fast Food",$,"895 E FORT UNION BLVD, Midvale, UT, 84047",84047,40.622692,-111.86654,UT,"'American', 'Burgers', 'Fast Food'",https://1000marcas.net/wp-content/uploads/2019/11/McDonalds-logo-tumb.jpg
30983,182,Chick-fil-A  (7676 Campus View Dr),Chick-fil-A,4.7,100,"American, Fried Chicken, Fast Food, Sandwich, Family Meals, Southern",$,"7676 Campus View Dr, West Jordan, UT, 84084",84084,40.611729,-111.980668,UT,"'American', 'Fried Chicken', 'Fast Food', 'Sandwich', 'Family Meals', 'Southern'",https://1000marcas.net/wp-content/uploads/2021/05/Chick-fil-A-logo-1.png
30986,154,Buffalo Wild Wings (985 E Fort Union Blvd),Buffalo Wild Wings,4.0,100,"wings, Family Friendly",$$,"985 E Fort Union Blvd, Midvale, UT, 84047",84047,40.6235754,-111.8637455,UT,"'wings', 'Family Friendly'",
30987,134,Firehouse Subs (Midvale),Firehouse Subs,4.6,31,Sandwich,$,"1008 Fort Union Blvd, Midvale, UT, 84047",84047,40.622335,-111.86277,UT,'Sandwich',
30988,119,KFC (1680 West 9000 South),KFC,4.0,23,"American, Fast Food, wings, Family Meals, Family Friendly",$,"1680 West 9000 South, West Jordan, UT, 84088",84088,40.58796,-111.9379283,UT,"'American', 'Fast Food', 'wings', 'Family Meals', 'Family Friendly'",https://1000marcas.net/wp-content/uploads/2020/01/KFC-logo-tumb.jpg
30989,106,Jersey Mike's (6985 Park Centre Dr),Jersey Mike’s,4.7,41,"Sandwich, American",$,"6985 Park Centre Dr, Cottonwood Heights, UT, 84121",84121,40.6243083,-111.8511745,UT,"'Sandwich', 'American'",
30993,69,MOD Pizza (Fort Union),MOD Pizza,4.5,53,"Pizza, Desserts, Salads, American, Healthy, Vegetarian Friendly, Kids Friendly",$,"1148 Fort Union Blvd, Midvale, UT, 84047",84047,40.624064,-111.860249,UT,"'Pizza', 'Desserts', 'Salads', 'American', 'Healthy', 'Vegetarian Friendly', 'Kids Friendly'",
31004,225,Subway (5648 S Redwood Rd),Subway,4.2,17,"Fast Food, Sandwich, American",$,"5648 S Redwood Rd, Taylorsville, UT, 84123",84123,40.64913,-111.93954,UT,"'Fast Food', 'Sandwich', 'American'",https://1000marcas.net/wp-content/uploads/2020/03/Subway-Logo-tumb.jpg
31007,34,Crumbl Cookies (UT - Draper),Crumbl Cookies,4.9,20,"Desserts, Ice Cream + Frozen Yogurt, Bakery",$,"1223 e, Draper, UT, 82040",82040,40.52939,-111.85555,UT,"'Desserts', 'Ice Cream + Frozen Yogurt', 'Bakery'",
31011,220,Crumbl Cookies (UT - Salt Lake City),Crumbl Cookies,4.6,100,"Desserts, Coffee and Tea",$,"675 E 2100 S, Salt Lake City, UT, 84106",84106,40.72609,-111.8716,UT,"'Desserts', 'Coffee and Tea'",
31022,166,Subway (3300 S State St),Subway,4.5,47,"Fast Food, Sandwich, American",$,"3300 S State St, S Salt Lake, UT, 84115",84115,40.69954,-111.88742,UT,"'Fast Food', 'Sandwich', 'American'",https://1000marcas.net/wp-content/uploads/2020/03/Subway-Logo-tumb.jpg
